tenure_months,claim_frequency,monthly_premium,service_interactions,auto_bundle,home_bundle,payment_method,household_size,agent_visits,digital_engagement_score,churned
22,0,108.2173215495814,2,0,1,ACH,4,0,0.511714992515201,0
104,1,93.11395365940686,2,0,0,ACH,3,0,0.7713669873126316,0
46,0,157.3548143218312,1,1,1,ACH,4,2,0.365910405992775,0
22,2,120.71043032218483,1,0,1,Credit Card,4,0,0.18948480317111396,0
31,0,159.65095722502664,1,0,0,ACH,2,0,0.24813922765797983,0
17,0,132.39377462815955,5,1,1,Credit Card,2,0,0.5776075943814837,0
41,2,163.69622272892985,1,0,0,ACH,4,1,0.8869840479477875,0
14,1,134.83613009782232,1,0,0,Invoice,1,1,0.5412005127893653,0
65,1,99.80143838796468,3,0,0,ACH,4,1,0.2603727228438449,0
117,0,142.40600739810847,3,0,0,Invoice,1,0,0.8951954542897647,0
115,0,135.15207165434688,5,1,0,Credit Card,3,1,0.8394769101283039,0
113,0,164.72114700619076,3,1,0,Invoice,3,0,0.8723272043180249,0
30,2,131.482288768715,1,1,1,Invoice,2,0,0.7550344688545741,0
28,1,133.20787732817172,1,0,0,Invoice,1,0,0.5671379502919057,0
81,0,170.79635199978333,0,0,1,ACH,4,0,0.3216531727194324,0
116,2,179.9893238165124,3,0,1,Credit Card,3,0,0.22558863653081823,0
99,3,167.78332076965526,1,0,1,ACH,2,0,0.8110980900832395,0
25,1,176.13370220158595,0,1,0,Invoice,4,1,0.4717974106959454,0
88,0,158.62619006184943,2,1,0,Invoice,3,0,0.44031813507979856,0
61,0,168.11061860071243,2,0,0,ACH,1,0,0.608063568553781,0
53,0,171.34764685675609,1,0,1,Credit Card,1,0,0.4225611215683708,0
60,0,157.11279673835804,2,0,0,Credit Card,4,0,0.5570067892525941,0
65,1,146.8879850867163,1,1,1,ACH,3,1,0.7263997812831933,0
109,1,149.26466429466413,2,1,1,ACH,1,0,0.6037768481473225,0
95,0,217.1455785224548,2,0,0,ACH,3,0,0.606352354318474,0
5,0,145.41034090078182,0,1,0,Credit Card,1,0,0.5662002591670418,0
91,1,137.89575509655631,5,1,1,Invoice,2,0,0.2752521537462016,0
38,0,134.07220959098163,1,0,0,ACH,4,0,0.6075173080728647,0
41,0,143.99966089688027,2,1,1,ACH,5,1,0.10426759136990764,0
72,3,152.32626055965866,0,1,0,ACH,5,2,0.5029150285489559,0
118,0,111.06607672714256,1,1,1,Credit Card,5,1,0.8435859897309262,0
8,2,85.5829535978222,0,0,0,Invoice,1,1,0.686345871748502,0
62,0,153.85750696939303,2,1,1,Invoice,2,1,0.7803380623643016,0
29,0,96.81840548368004,1,0,0,Credit Card,4,0,0.588971853204222,0
109,0,152.76156098317418,1,0,0,ACH,1,0,0.39937127990717636,0
56,2,149.21860381859136,1,0,1,Invoice,3,0,0.12835475342381605,0
102,1,179.58720098620446,0,1,0,ACH,1,0,0.6511851514245246,0
105,0,195.10590191392478,2,0,0,ACH,2,1,0.2654838856812645,0
12,0,156.03016183617424,0,1,1,Credit Card,2,2,0.8878140344489432,0
91,0,128.38166575081925,2,0,0,Invoice,3,0,0.7249066629206351,0
95,0,109.7563245392427,1,1,0,ACH,3,0,0.4403444545021902,0
99,0,121.24699872992511,3,1,0,Invoice,3,0,0.3520830046063559,0
118,0,146.19932253292282,3,1,0,ACH,1,2,0.854682546033814,0
91,0,82.9193041942948,2,1,1,Invoice,2,0,0.2794898565356005,0
100,0,147.25735717944085,2,0,0,Credit Card,2,0,0.11845867741785547,0
85,1,144.63829677272957,0,0,1,ACH,5,0,0.6082848725840023,0
36,0,164.33330612333356,5,0,0,Credit Card,4,1,0.30309054313038486,1
102,1,134.96148785386896,5,0,0,Credit Card,3,0,0.7145052689373677,0
84,0,148.06143695031517,3,0,1,ACH,4,0,0.07095766031783071,0
82,0,122.91604872508115,1,0,1,ACH,5,0,0.05976943767564392,0
116,0,131.0791019741022,2,0,0,ACH,3,0,0.7822848194135327,0
88,2,91.8029696143741,5,1,1,Credit Card,1,0,0.7580078119143736,0
41,1,148.70919497685944,3,1,0,Invoice,3,0,0.5758770415844147,0
36,1,191.46223002475034,0,1,0,ACH,5,1,0.6290881168666764,0
40,0,149.8790617707047,4,0,1,ACH,2,0,0.9641752634534964,0
20,1,155.97506989273327,3,0,0,Credit Card,2,0,0.3566882300641947,1
10,1,115.55108732557733,0,0,1,ACH,4,0,0.7166100388717286,0
91,1,187.93883096936798,4,0,1,ACH,3,1,0.7881959444219052,0
94,1,121.98962037752587,2,0,0,Invoice,1,0,0.6555305188177375,0
20,0,169.05321951894948,1,0,0,ACH,1,1,0.3720078114622141,0
47,3,148.22005921020002,2,1,0,Credit Card,3,1,0.24881381889937865,0
110,0,116.22666787493867,1,1,1,Invoice,2,0,0.3637464622640241,0
100,0,175.81544476948423,2,1,1,Invoice,2,0,0.6835183813201587,0
72,2,145.46138066123973,1,0,1,ACH,3,0,0.1228199140684124,1
116,1,150.3616608578249,2,1,0,Credit Card,2,0,0.17840456893214837,0
40,0,158.5642140296606,4,0,0,ACH,4,0,0.6595060559202036,0
101,1,144.35479506728348,1,1,0,Credit Card,5,0,0.4218126205143887,0
112,0,133.63858430782312,3,0,0,Credit Card,4,0,0.32154785828675614,0
71,0,158.98518796772063,2,0,0,Credit Card,2,0,0.3484192174699998,0
19,1,132.8572822281664,3,0,0,ACH,3,2,0.8308057881448606,0
35,0,146.96054432795182,0,0,0,ACH,2,0,0.37068195640334173,0
62,0,124.96947209897951,1,0,1,Invoice,2,0,0.26040362577543097,0
34,1,100.29714824452955,2,0,1,Credit Card,2,0,0.7003124394079071,0
11,1,124.80479300017831,1,1,1,ACH,4,0,0.3785564161489051,0
21,1,130.14574492299522,2,0,0,Credit Card,4,1,0.31153505344434607,0
115,0,145.44422275473707,5,0,0,ACH,2,2,0.63025650830493,0
46,2,180.5320389906274,3,1,0,ACH,3,0,0.783646925673199,0
69,2,94.3158955784506,0,0,1,ACH,1,0,0.48482249153953433,0
53,0,148.85783355404646,4,0,0,Credit Card,2,0,0.2285143925523223,0
96,0,78.6422209076379,0,1,0,Credit Card,4,1,0.5810711868732493,0
13,0,113.62409875461806,1,1,1,ACH,5,0,0.3701909898744129,0
34,0,129.78800154905423,1,0,1,ACH,4,0,0.636898201941602,0
70,0,77.40784893401745,1,1,0,ACH,1,0,0.706038829546439,0
96,0,89.26840403787091,1,0,1,Invoice,1,0,0.7867394620221522,0
55,0,149.62127849026598,0,0,0,ACH,1,0,0.36564344964837675,0
84,0,147.33277730519018,2,0,1,ACH,1,0,0.3880555462365696,0
96,0,141.586340970627,0,1,1,ACH,5,0,0.23292307166950316,0
77,1,120.88827244811358,3,0,0,ACH,4,0,0.21808914569671128,0
98,1,209.63110990863322,3,1,0,ACH,3,1,0.6566969850262636,0
114,1,140.16260565785794,3,0,0,ACH,5,0,0.14624293542932443,0
26,0,119.1366740258965,3,0,0,Credit Card,4,0,0.7766211638732831,0
52,2,195.3519548845345,1,1,1,Credit Card,1,1,0.5208182440257548,0
27,0,163.4292871984898,2,0,1,Credit Card,4,1,0.3133787155395088,0
50,2,133.87178125391213,1,0,0,Invoice,2,0,0.6010738138068576,0
1,1,180.78049229826183,2,1,1,ACH,5,0,0.4785909166624755,0
83,1,149.7000185654208,1,0,0,Credit Card,4,0,0.31760657507653,0
29,0,164.2941117514346,0,1,1,Credit Card,2,1,0.7797674821989504,0
100,1,152.0441309857618,1,0,0,Credit Card,2,1,0.47509028948449816,0
86,1,114.14723969713181,0,0,1,Credit Card,3,0,0.23269958164389862,0
40,1,174.13613913636635,1,1,0,ACH,4,1,0.3868001747029679,0
55,0,149.81374411948713,3,0,0,Invoice,5,0,0.608527234345081,1
80,2,114.71821373878922,0,0,0,Credit Card,1,1,0.44665809206251256,0
50,0,122.11234249507025,2,0,0,Invoice,3,0,0.6252267482225037,0
25,0,173.66046113915218,4,0,0,Invoice,3,0,0.411175878183001,0
6,2,133.91881481717783,1,1,0,ACH,4,0,0.3048542870030153,0
66,1,146.39289764150618,0,0,0,ACH,2,2,0.7803671646790821,0
64,2,164.63584483639937,0,1,0,ACH,3,1,0.5161642369084843,0
92,0,148.84989285158827,0,0,1,Credit Card,4,0,0.8595001067227761,0
16,1,99.20180935806012,1,0,0,ACH,3,0,0.41226645823998664,0
8,1,164.12226585315798,2,0,0,Credit Card,1,0,0.7239209485425206,1
88,0,173.15140494349532,0,0,0,ACH,1,0,0.5081298861592187,0
87,0,170.99928634796677,3,0,0,ACH,4,0,0.6455850940278384,0
96,0,193.50436288012384,4,0,0,ACH,3,0,0.22563854649258405,0
2,0,155.928379614826,4,1,0,ACH,3,0,0.4950792271859076,0
78,1,168.31105275043473,0,0,0,Invoice,3,0,0.7439941580424175,0
115,0,192.67895901036232,4,0,0,Credit Card,4,0,0.7307001868974535,0
91,0,136.2781639890163,0,1,0,Invoice,3,0,0.49424835347121526,0
56,0,197.09124101017383,0,0,1,ACH,1,0,0.15986992940105374,0
57,0,197.03938850978406,0,0,1,Credit Card,1,0,0.22170583425091192,0
49,4,168.49269096754247,1,1,1,Credit Card,5,0,0.18497509534796908,0
7,0,200.19062845615008,2,0,0,Invoice,1,0,0.6447015378616409,0
86,1,170.55817720438614,4,0,0,ACH,4,0,0.8818609764618556,0
65,1,118.57891067266212,3,1,0,ACH,1,0,0.09353044766120425,0
63,1,179.12168348619764,3,1,0,ACH,1,0,0.38612150557660996,0
111,0,154.79195468666737,3,1,0,Invoice,1,1,0.46634814152688203,0
87,0,157.40439669077952,0,1,0,ACH,5,0,0.8563586084315609,0
115,1,149.63810065009304,3,0,0,Credit Card,1,0,0.44533285908330644,0
11,1,185.7881140668123,2,1,0,ACH,1,0,0.7673639117844681,1
114,0,161.5709435371241,3,0,0,ACH,3,0,0.6023551971620614,0
67,2,124.12598284191098,0,0,0,Credit Card,2,0,0.12225587300033884,0
48,1,159.57441827255187,0,1,0,ACH,1,0,0.5796057849090398,0
67,0,166.87804380089196,3,1,0,ACH,2,0,0.9159186989010665,0
5,1,123.23247175969955,3,1,0,Invoice,3,0,0.8375749220722029,0
111,0,131.97198853335505,1,0,0,Credit Card,4,1,0.08806235085675024,0
75,0,133.50822008887675,4,0,0,Invoice,1,1,0.7767246886278202,0
5,0,126.77997598025591,1,1,0,ACH,4,1,0.6248611168065518,0
109,2,155.46377442070548,4,0,0,Credit Card,3,0,0.6649959310413155,0
54,2,175.53237420144882,1,0,1,ACH,1,2,0.7425991882575713,0
15,0,201.77107125096637,0,1,0,Credit Card,4,0,0.7086337690140025,0
76,1,180.84060246062228,4,0,1,ACH,5,0,0.3057441048401887,1
9,0,175.6625584203496,4,1,1,Invoice,3,0,0.6942267819987724,0
66,0,179.2959757004285,3,1,0,ACH,1,0,0.5060070192744197,0
91,1,185.05854580922207,2,0,0,Credit Card,4,0,0.49531305846258594,0
9,0,133.69868273214968,4,0,1,ACH,4,0,0.5523330435463045,1
95,0,165.80812889033376,2,1,0,ACH,1,0,0.4380392352031794,0
71,0,154.66706720203217,4,0,0,Credit Card,1,0,0.6775392690036248,1
39,0,141.11959355771725,3,1,0,ACH,1,0,0.09312136813271167,0
27,0,131.35146461441914,2,0,0,Credit Card,3,0,0.49034489060147973,0
2,1,129.84166314514425,4,1,1,Credit Card,4,1,0.9606274877451795,0
24,0,136.96029263682254,2,1,0,ACH,1,0,0.5907479131108454,0
34,1,107.95688567739982,0,1,1,ACH,4,0,0.33612516307419155,0
105,2,160.65137078230748,0,1,0,Credit Card,4,1,0.3166026438917895,1
62,0,144.343452665416,0,0,0,Invoice,1,0,0.7023791279024374,0
24,0,148.1807320656543,2,1,0,Invoice,3,0,0.023227470055151814,0
89,1,155.16070567070778,1,0,1,Credit Card,1,0,0.609885610166208,0
55,1,166.7476610124472,4,0,1,ACH,3,0,0.542710373911465,0
100,0,127.2473329827569,0,1,0,Invoice,5,0,0.3775065963781509,0
90,1,141.81173819218475,3,1,1,ACH,5,0,0.601386951671766,0
112,0,96.74492270892627,4,0,1,ACH,4,0,0.2009899532207017,0
85,1,78.40425112141541,0,0,0,ACH,5,0,0.4135388065241796,0
13,1,86.78519776044027,2,0,0,Credit Card,1,0,0.3163399206671789,1
66,0,191.10462472722332,2,1,1,Invoice,2,0,0.5015416279119614,0
51,0,90.20865801254305,2,0,1,ACH,3,0,0.7927485804967389,0
97,0,159.16587993899734,2,0,1,ACH,3,0,0.2709670743923171,0
19,0,189.31660056909237,1,1,1,ACH,5,0,0.7560979872396274,0
56,1,131.26691992754462,2,1,1,ACH,3,1,0.1558773128702703,0
99,0,193.8939587198142,0,0,1,ACH,2,0,0.44625598369982167,0
74,0,200.41827547192514,2,1,0,ACH,2,2,0.12481671986111133,0
5,0,173.3601541754242,3,1,0,ACH,5,1,0.5385448728486355,0
98,1,216.1781530609336,2,0,0,ACH,1,0,0.7295482798022197,0
44,1,163.6819828057226,3,1,0,Invoice,1,1,0.29563052443114557,0
81,0,123.14572832395388,2,1,0,Invoice,2,2,0.37670868540338315,0
78,0,160.72312200549104,1,1,0,Credit Card,1,1,0.23288529006681546,0
77,1,131.77850519106505,0,1,1,ACH,2,1,0.8161079623859508,0
50,1,106.0027383076688,2,0,0,Credit Card,4,0,0.5016433227254261,0
49,0,106.82968570385684,5,1,1,Invoice,1,0,0.793487922187608,0
12,0,214.48357800979187,2,0,0,Credit Card,4,0,0.17793017416969367,0
67,0,128.91553968846617,2,0,0,Invoice,1,0,0.5846080506421992,0
35,0,144.4500774305287,0,0,0,Credit Card,4,0,0.36162981275791384,0
48,0,125.29073315835181,0,0,1,ACH,1,0,0.18293741663727417,0
20,0,149.35535930751178,3,0,0,ACH,4,0,0.5084154649357515,0
89,0,138.09043558222174,2,1,0,ACH,5,0,0.5088064484209787,0
110,0,132.96555897897971,3,0,0,Invoice,5,0,0.5021762439743744,0
46,0,108.94740706424537,2,0,0,ACH,3,0,0.9598606539122377,0
51,0,102.92238599430671,2,1,0,Credit Card,4,0,0.4687157649450332,0
56,1,123.01014530099481,4,0,0,Credit Card,4,0,0.5526202032283863,0
9,1,154.13059449318942,2,0,0,ACH,5,0,0.30187276765750787,0
90,1,207.6619103486973,2,1,0,ACH,4,0,0.9689065544456742,0
105,0,176.98462618795435,4,1,1,Invoice,2,2,0.2468917683376766,0
60,0,200.10210087215987,1,1,0,ACH,5,1,0.3533164094213288,1
8,1,159.98133309255272,5,0,1,ACH,2,0,0.9837058989856882,0
41,0,142.82953802503604,1,1,0,Credit Card,3,0,0.8057359419994792,0
19,0,105.7093075185307,1,1,1,ACH,1,0,0.2262660572244315,0
99,1,145.54393489043443,3,1,1,Credit Card,5,0,0.36485562223034607,0
96,0,81.15337326253312,2,0,0,Credit Card,3,0,0.5502388472214186,0
46,0,136.49515474988578,1,1,1,Invoice,1,0,0.5768709612898366,0
45,1,194.3613462494675,1,0,0,ACH,5,0,0.8334527495141228,0
101,0,155.40188694883844,3,1,0,ACH,1,0,0.40001242552805844,0
11,0,179.40304301605377,0,0,1,Credit Card,4,0,0.6565317991460637,0
94,0,134.10581898716467,3,0,0,Credit Card,4,0,0.2881827577333481,0
115,0,104.29698427800534,0,0,1,Invoice,2,1,0.8409427927324753,0
54,1,131.2268284174126,2,1,0,Invoice,2,0,0.5210323140846559,0
90,0,133.7123491311004,2,1,1,Invoice,3,0,0.6627928589811453,0
85,3,181.79335896253326,2,0,0,ACH,1,1,0.3574681310002975,0
107,0,204.90196229963485,3,0,0,Credit Card,4,1,0.10840501470337921,1
5,0,123.4377292857669,1,1,1,Credit Card,2,0,0.6259001538006582,0
84,0,134.89328222513507,1,1,1,Credit Card,3,1,0.4142171683708769,0
47,3,141.31250600059863,1,1,0,ACH,2,0,0.6047016974425642,0
103,0,135.2233535620325,1,0,0,ACH,3,0,0.2828618408005209,0
103,0,108.38344679775241,0,0,1,ACH,5,0,0.42104947993221864,0
35,0,148.50213710577216,1,1,0,ACH,5,0,0.7203094252175255,0
69,0,156.58641339288494,1,0,0,Credit Card,3,0,0.587015688512909,0
59,0,157.3098662236132,0,1,0,ACH,1,0,0.33280599898149316,0
67,0,109.55128071171643,0,1,0,ACH,5,1,0.7493852775482636,0
100,0,142.33967507764044,5,1,0,Credit Card,1,0,0.05466801635744829,0
80,0,93.56723602087229,2,0,0,ACH,2,0,0.6170090449178256,0
91,1,173.177368797974,3,0,0,Credit Card,5,0,0.531591719597162,0
81,0,115.1927313894667,5,0,0,ACH,5,0,0.6666084493398834,0
30,1,137.5588053401208,3,0,0,Invoice,5,2,0.7289043371544455,1
70,1,132.3332368394977,2,1,0,Credit Card,5,0,0.509087904170223,0
46,1,128.31497095197923,3,0,0,ACH,4,0,0.19323131696851012,0
51,1,114.05583378278644,1,1,1,ACH,1,1,0.6304780014508347,0
14,0,92.80948175565587,0,0,0,Invoice,4,0,0.5364563702430832,0
22,1,197.8348715389031,2,1,0,Invoice,4,0,0.2875861750448839,0
41,0,153.5282826264828,1,1,0,ACH,5,0,0.5209173111427864,0
35,0,153.83354859618782,2,1,1,Credit Card,4,0,0.35614676545766,0
76,0,208.84559071824268,4,0,0,ACH,2,0,0.5665685701577035,0
35,1,142.86705214730245,2,0,0,Credit Card,4,1,0.5315336792344812,0
30,0,162.47023873629826,1,0,0,Credit Card,3,1,0.23036794648555756,0
52,0,146.52836037013117,2,0,1,ACH,5,1,0.3647786140891394,0
68,1,181.52496811961717,4,0,0,ACH,3,0,0.6154343164711044,0
119,0,160.96859704060276,3,0,1,ACH,3,1,0.5035930434220982,0
61,1,155.3545438830016,2,0,0,Credit Card,3,0,0.11519142316961885,0
42,2,138.2693036614579,1,0,1,ACH,3,1,0.4951080626516298,0
39,0,154.32580616188474,0,1,1,Credit Card,3,0,0.36500478190834046,0
54,1,180.85327020662967,2,0,1,Credit Card,2,1,0.6696335528044242,0
111,0,83.64134858029738,0,0,0,Credit Card,5,0,0.6572647605413425,0
45,0,142.07866080688987,2,0,0,ACH,3,1,0.2819150493257516,0
30,0,133.4200348381881,2,0,1,Invoice,4,0,0.5409460341882754,0
70,0,136.9507683655725,4,0,1,ACH,5,0,0.27528716318569024,0
93,1,86.68488678964954,1,1,0,Invoice,1,0,0.6862333844051275,0
113,1,167.90659480978667,3,0,1,ACH,4,2,0.3241652444877613,0
34,0,120.60489672082598,2,1,1,Credit Card,2,0,0.46804098207802,0
106,1,139.16397704021438,4,1,0,Invoice,5,0,0.4479376005828118,0
102,1,130.85978395501226,0,1,0,Credit Card,4,0,0.3748898522516184,0
45,0,95.87685757356175,0,0,0,Credit Card,5,1,0.6643423316806231,0
40,0,132.59262269287018,2,0,1,Invoice,2,0,0.3462217733319732,0
32,0,90.72397107380029,0,0,1,ACH,4,1,0.3069072005432205,0
38,0,117.70376338839104,0,1,0,ACH,5,1,0.18390509240463762,0
106,0,136.52669205116894,2,0,1,ACH,3,0,0.3562349469520815,0
37,2,145.84553649398498,2,0,0,Credit Card,1,1,0.6542614663612455,0
59,0,147.64548360846365,2,0,0,Credit Card,2,0,0.8722389254594815,0
112,0,141.858648728399,1,1,1,Credit Card,3,1,0.1180471833917049,0
82,1,210.12034028301306,2,0,0,ACH,3,1,0.8530042882738061,0
16,1,159.052150719857,2,0,0,ACH,5,0,0.28314566135809643,0
9,0,109.34098233020727,0,1,0,ACH,4,0,0.2811095310535795,0
27,0,127.62573438418762,0,1,0,Invoice,4,0,0.453178673987763,0
104,1,126.27056308748148,3,1,0,Credit Card,1,0,0.6632102066404313,0
28,1,140.67176827001498,3,1,0,ACH,3,0,0.7517201895599702,0
38,0,127.89258344407045,2,1,0,ACH,1,0,0.5061202845768277,0
65,0,120.33326784446002,1,0,0,Credit Card,5,1,0.32070053731129017,0
59,1,195.4686627464251,2,1,0,ACH,5,1,0.17632420053662487,0
9,0,147.31666983412472,2,0,0,Credit Card,3,1,0.6674585051414909,0
24,0,135.88382411720937,2,1,0,ACH,1,0,0.7868738646224003,0
119,0,138.43116587065273,1,0,0,Invoice,5,1,0.24709267501713789,0
51,1,139.4958567705399,4,0,0,ACH,5,0,0.094390136144698,0
34,1,187.78755606836827,1,0,0,Credit Card,5,0,0.7737344911566946,0
99,0,160.35754084783542,0,0,1,ACH,4,0,0.988966410912304,0
56,0,179.704829579024,5,1,0,ACH,3,0,0.21706661402343064,0
99,1,52.46958699745835,4,0,1,ACH,5,0,0.39461015188638965,0
19,1,155.80575585969285,0,1,0,Credit Card,5,0,0.7453033249097171,0
57,0,177.80194686496304,2,0,1,ACH,3,1,0.9006129720768696,0
97,1,205.2331858468328,0,0,0,Credit Card,4,0,0.4864672762183414,0
92,2,146.91796419146678,1,0,1,ACH,3,0,0.5653231836461153,0
81,0,94.53371487698115,1,0,0,ACH,3,0,0.8041669404619822,0
55,1,163.7117809071844,1,0,0,Credit Card,2,0,0.62038410996658,0
99,0,128.07349684795972,1,1,0,Credit Card,1,0,0.5531131032822042,0
45,1,92.29300388323128,0,0,1,Invoice,3,0,0.5950544750439369,0
79,0,127.48958749140695,0,0,0,ACH,2,1,0.6582626744515526,0
65,0,177.73798925799537,5,0,0,ACH,5,0,0.43612519165229474,0
36,0,182.11711230428745,3,0,0,ACH,3,1,0.3693231784402493,0
24,1,167.7118105280442,6,0,0,Credit Card,2,0,0.7963384505081664,1
64,0,114.62842138722903,1,1,1,Credit Card,2,0,0.10772912152807218,0
38,0,221.5864882583577,1,1,1,ACH,5,0,0.1920437696399358,0
62,1,111.00090546577549,1,0,0,ACH,4,2,0.4133095068067453,0
85,0,143.75804843661183,2,0,0,ACH,2,2,0.1254096369904176,0
96,3,102.74901186636593,0,1,0,ACH,3,1,0.5224843328455642,0
92,0,185.61990337226257,4,0,0,Credit Card,4,0,0.3160363005836457,0
61,0,159.49053884304467,1,0,1,Credit Card,5,0,0.7430913538943665,0
7,0,172.76555418569657,2,0,1,ACH,5,0,0.7732834907189344,0
22,1,148.8381253065559,1,1,0,Credit Card,3,2,0.5657125477160132,0
88,0,144.09150065799457,2,0,1,Credit Card,5,2,0.808451191210333,0
71,0,151.37939020020517,2,0,0,Credit Card,2,0,0.5811882282234857,0
98,0,89.50477790439514,4,1,1,Invoice,2,0,0.23003867497626326,1
59,0,175.98604068274352,2,0,0,ACH,2,0,0.33509801025296976,0
53,0,173.57333081697217,0,0,0,Credit Card,3,0,0.8763697606024463,0
30,0,134.40774320636564,0,1,0,Invoice,3,0,0.7367575679339745,0
8,0,145.8139848142451,0,0,0,Invoice,4,0,0.12787319740793068,1
18,0,155.1884075333749,0,1,0,Credit Card,3,0,0.9361557209101021,0
82,0,193.31245166034944,1,0,0,ACH,5,0,0.05808403642122209,0
69,1,159.17515321046568,2,1,1,ACH,1,1,0.057542877751991565,0
30,1,147.50328538988174,3,0,0,ACH,4,0,0.8539708890906733,0
44,1,130.96620054833627,2,0,1,ACH,1,0,0.5015364802612434,0
77,1,101.14444327568336,3,0,1,ACH,5,0,0.32192557397055244,0
46,0,128.37111046655843,2,1,0,ACH,2,0,0.5361148721454257,0
45,0,148.41214868929308,2,0,0,Invoice,3,0,0.23348905180307636,0
33,1,138.71488835235346,3,1,1,ACH,4,0,0.21635368467378555,0
76,0,148.559200542998,0,0,0,Credit Card,4,0,0.33441366501502756,0
106,0,168.6643319737928,1,1,0,ACH,4,0,0.18643452652328077,0
31,0,159.37517137136794,2,0,0,ACH,2,0,0.9740392039686219,0
35,1,154.5823051986431,3,0,0,Invoice,3,0,0.42020361638690024,0
57,1,166.02184189448883,2,0,0,ACH,2,0,0.8059760226226698,0
23,0,151.93323723810306,3,1,1,ACH,2,0,0.5609844747653777,0
63,0,145.42514223549412,5,1,0,Credit Card,2,0,0.6881418555560941,0
106,0,160.45141730883367,1,0,0,Invoice,1,1,0.4079093054109223,0
76,0,94.53557196559652,1,1,1,ACH,5,0,0.606354607454469,0
20,1,183.95970890711658,3,0,1,Credit Card,3,0,0.7547526054702376,0
25,0,107.70991778023217,1,1,0,ACH,5,0,0.19054412791282352,0
10,1,171.50529346620627,2,0,0,Credit Card,1,0,0.6915203555490094,0
115,2,146.79301269853025,2,1,0,Credit Card,5,1,0.5610928936300387,1
42,2,179.65875483499488,3,1,1,Credit Card,2,1,0.16290902627253437,0
35,0,147.48539363564896,3,0,0,Invoice,3,0,0.625675726134301,0
103,1,118.11140278109772,4,1,1,Credit Card,2,1,0.3683049469671313,0
37,1,178.65141568950853,0,0,0,Credit Card,5,0,0.4059174706428404,0
28,0,151.9983841386518,1,0,0,ACH,4,0,0.8467887353176038,0
31,0,150.02540021481838,0,0,0,ACH,4,1,0.5567174911728962,0
48,0,148.91290335194594,4,1,1,Invoice,2,0,0.5681453594609872,0
9,0,176.52720296845428,1,1,0,ACH,2,0,0.9523088521437935,0
77,0,171.03044406925704,0,0,0,Invoice,1,0,0.8189724145830155,0
51,1,153.4153081544351,5,0,1,ACH,3,0,0.9534418577907438,0
116,0,99.99226407697302,2,0,0,ACH,1,0,0.8410924829199768,0
92,1,134.40621991298192,5,1,1,Credit Card,1,0,0.5294003918814143,0
46,0,149.70902635430642,3,1,0,Credit Card,5,0,0.7420701771935055,0
85,0,200.39707512338734,4,0,1,ACH,3,0,0.48715631533913323,0
96,1,158.09284867698983,1,0,0,Invoice,4,0,0.9245966144531386,0
24,0,143.80734782000866,2,0,0,ACH,5,0,0.7054056455697068,0
20,1,182.45679762685722,1,0,0,ACH,4,0,0.6926375518754604,0
17,0,143.24373098005154,0,0,1,Credit Card,3,2,0.7338682261986624,0
6,0,145.75278929279526,2,0,0,Credit Card,3,0,0.6051906595309995,0
39,1,151.31269032987055,2,0,1,ACH,2,0,0.6474573349186798,0
95,0,101.66988001560566,1,0,0,Invoice,4,2,0.016002211057412404,0
92,0,175.33666113711863,2,0,1,ACH,1,0,0.7307988565612246,0
45,1,159.3909399903348,2,0,1,Credit Card,3,2,0.4099793459094033,0
59,0,138.14562356237195,4,1,0,ACH,3,0,0.5757539490956032,0
92,0,112.3627055705715,2,1,1,Credit Card,5,0,0.8585417782801176,0
110,1,153.0430346587351,3,0,0,Credit Card,4,0,0.6666104579890608,0
34,0,188.64014326200356,1,1,0,ACH,1,0,0.5759916768016362,0
79,1,127.40795268487072,2,0,0,ACH,5,0,0.7882993564681223,0
71,0,114.80038652719034,1,1,0,Credit Card,4,0,0.3737128373404567,0
74,1,159.2572801538179,2,0,0,Invoice,2,0,0.43269048111042974,0
96,1,98.76369512279025,0,0,1,ACH,5,0,0.4582657892300382,0
92,0,80.03051416247045,0,1,1,ACH,2,0,0.391578430012575,0
48,0,133.33390801957304,3,0,0,ACH,1,0,0.7596074319674102,0
90,2,125.97485959682379,0,0,1,ACH,5,0,0.5410479946075587,0
7,0,138.37452942026556,4,0,0,ACH,3,0,0.27111143644174,1
41,0,130.14818751023896,2,1,0,ACH,1,0,0.3526015993861895,1
26,0,156.66584529261348,4,0,1,ACH,5,0,0.4540362064531048,0
31,2,140.07190557837095,0,0,0,Credit Card,2,1,0.3516478262618443,0
108,0,128.73736425808994,0,1,0,ACH,4,0,0.6615640406060384,0
53,1,132.97934618715414,3,0,1,Credit Card,3,0,0.8714930455387431,0
9,1,165.6610549068901,3,1,0,Credit Card,3,0,0.4717249591168829,0
59,0,175.47870842657807,1,1,0,Credit Card,5,0,0.6661571641230022,0
9,1,173.85324951178384,1,0,1,Invoice,1,0,0.4427121562812345,0
17,0,167.64726665746753,3,0,0,Credit Card,4,1,0.9377832791238062,0
46,0,50.0,4,1,1,ACH,4,0,0.2703441102717492,0
53,0,116.68421275112875,1,0,0,Credit Card,5,1,0.764308973833196,0
28,0,137.3093063152657,1,0,1,Invoice,1,0,0.41859922344362593,0
77,0,152.92704911316048,3,0,0,Credit Card,5,0,0.9002723522242086,0
60,1,98.234257665248,2,1,0,Credit Card,1,0,0.7223615210993286,0
